"W.L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team" "offName"
"L" "01-01-1949" 0 "William & Mary (VA)" 20 "Delta Bowl" 0 1 1 1949 "Oklahoma St." "Oklahoma State University"
"W" "12-13-1958" 15 "Florida St." 6 "Bluegrass Bowl" 0 12 13 1958 "Oklahoma St." "Oklahoma State University"
"W" "12-28-1974" 16 "Brigham Young (UT)" 6 "Fiesta Bowl" 0 12 28 1974 "Oklahoma St." "Oklahoma State University"
"W" "12-18-1976" 49 "Brigham Young (UT)" 21 "Tangerine Bowl" 0 12 18 1976 "Oklahoma St." "Oklahoma State University"
"L" "12-12-1981" 16 "Texas A&M" 33 "Independence Bowl" 0 12 12 1981 "Oklahoma St." "Oklahoma State University"
"W" "12-31-1983" 24 "Baylor (TX)" 14 "Bluebonnet Bowl" 0 12 31 1983 "Oklahoma St." "Oklahoma State University"
"W" "12-28-1984" 21 "South Carolina" 14 "Gator Bowl" 0 12 28 1984 "Oklahoma St." "Oklahoma State University"
"L" "12-30-1985" 23 "Florida St." 34 "Gator Bowl" 0 12 30 1985 "Oklahoma St." "Oklahoma State University"
"W" "12-25-1987" 35 "West Virginia" 33 "Sun Bowl" 0 12 25 1987 "Oklahoma St." "Oklahoma State University"
"W" "12-30-1988" 62 "Wyoming" 14 "Holiday Bowl (1)" 0 12 30 1988 "Oklahoma St." "Oklahoma State University"
"L" "12-30-1997" 20 "Purdue (IN)" 33 "Alamo Bowl" 0 12 30 1997 "Oklahoma St." "Oklahoma State University"
"W" "12-27-2002" 33 "Southern Mississippi" 23 "Houston Bowl" 0 12 27 2002 "Oklahoma St." "Oklahoma State University"
"L" "01-02-2004" 28 "Mississippi" 31 "Cotton Bowl" 0 1 2 2004 "Oklahoma St." "Oklahoma State University"
"L" "12-29-2004" 7 "Ohio St." 33 "Alamo Bowl" 0 12 29 2004 "Oklahoma St." "Oklahoma State University"
"W" "12-28-2006" 34 "Alabama" 31 "Independence Bowl" 0 12 28 2006 "Oklahoma St." "Oklahoma State University"
"W" "12-31-2007" 49 "Indiana" 33 "Insight Bowl" 0 12 31 2007 "Oklahoma St." "Oklahoma State University"
"L" "12-30-2008" 31 "Oregon" 42 "Holiday Bowl (1)" 0 12 30 2008 "Oklahoma St." "Oklahoma State University"
"L" "01-02-2010" 7 "Mississippi" 21 "Cotton Bowl" 0 1 2 2010 "Oklahoma St." "Oklahoma State University"
"W" "12-29-2010" 36 "Arizona" 10 "Alamo Bowl" 0 12 29 2010 "Oklahoma St." "Oklahoma State University"
"W" "01-02-2012" 41 "Stanford (CA)" 38 "Fiesta Bowl" 0 1 2 2012 "Oklahoma St." "Oklahoma State University"
"W" "12-03-1988" 45 "Texas Tech" 42 "Coco-Cola Classic" 1 12 3 1988 "Oklahoma St." "Oklahoma State University"
"W" "01-01-1917" 14 "Pennsylvania" 0 "Tournament of Roses Game" 0 1 1 1917 "Oregon" "University of Oregon"
"L" "01-01-1920" 6 "Harvard (MA)" 7 "Tournament of Roses Game" 0 1 1 1920 "Oregon" "University of Oregon"
"L" "01-01-1949" 13 "Southern Methodist (TX)" 21 "Cotton Bowl" 0 1 1 1949 "Oregon" "University of Oregon"
"L" "01-01-1958" 7 "Ohio St." 10 "Rose Bowl" 0 1 1 1958 "Oregon" "University of Oregon"
"L" "12-17-1960" 12 "Penn St." 41 "Liberty Bowl" 0 12 17 1960 "Oregon" "University of Oregon"
"W" "12-31-1963" 21 "Southern Methodist (TX)" 14 "Sun Bowl" 0 12 31 1963 "Oregon" "University of Oregon"
"W" "12-16-1989" 27 "Tulsa (OK)" 24 "Independence Bowl" 0 12 16 1989 "Oregon" "University of Oregon"
"L" "12-29-1990" 31 "Colorado St." 32 "Freedom Bowl" 0 12 29 1990 "Oregon" "University of Oregon"
"L" "12-31-1992" 35 "Wake Forest (NC)" 39 "Independence Bowl" 0 12 31 1992 "Oregon" "University of Oregon"
"L" "01-02-1995" 20 "Penn St." 38 "Rose Bowl" 0 1 2 1995 "Oregon" "University of Oregon"
"L" "01-01-1996" 6 "Colorado" 38 "Cotton Bowl" 0 1 1 1996 "Oregon" "University of Oregon"
"W" "12-20-1997" 41 "Air Force (CO)" 13 "Las Vegas Bowl" 0 12 20 1997 "Oregon" "University of Oregon"
"L" "12-25-1998" 43 "Colorado" 51 "Aloha Classic" 0 12 25 1998 "Oregon" "University of Oregon"
"W" "12-31-1999" 24 "Minnesota" 20 "Sun Bowl" 0 12 31 1999 "Oregon" "University of Oregon"
"W" "12-29-2000" 35 "Texas" 30 "Holiday Bowl (1)" 0 12 29 2000 "Oregon" "University of Oregon"
"W" "01-01-2002" 38 "Colorado" 16 "Fiesta Bowl" 0 1 1 2002 "Oregon" "University of Oregon"
"L" "12-30-2002" 17 "Wake Forest (NC)" 38 "Seattle Bowl" 0 12 30 2002 "Oregon" "University of Oregon"
"L" "12-31-2003" 30 "Minnesota" 31 "Sun Bowl" 0 12 31 2003 "Oregon" "University of Oregon"
"L" "12-29-2005" 14 "Oklahoma" 17 "Holiday Bowl (1)" 0 12 29 2005 "Oregon" "University of Oregon"
"L" "12-21-2006" 8 "Brigham Young (UT)" 38 "Las Vegas Bowl" 0 12 21 2006 "Oregon" "University of Oregon"
"W" "12-31-2007" 56 "South Florida" 21 "Sun Bowl" 0 12 31 2007 "Oregon" "University of Oregon"
"W" "12-30-2008" 42 "Oklahoma St." 31 "Holiday Bowl (1)" 0 12 30 2008 "Oregon" "University of Oregon"
"L" "01-01-2010" 17 "Ohio St." 26 "Rose Bowl" 0 1 1 2010 "Oregon" "University of Oregon"
"L" "01-10-2011" 19 "Auburn (AL)" 22 "BCS Championship Game" 0 1 10 2011 "Oregon" "University of Oregon"
"W" "01-02-2012" 45 "Wisconsin" 38 "Rose Bowl" 0 1 2 2012 "Oregon" "University of Oregon"
"L" "11-30-1985" 6 "Southern California" 20 "Mirage Bowl" 1 11 30 1985 "Oregon" "University of Oregon"
"W" "01-01-1942" 20 "Duke (NC)" 16 "Rose Bowl" 0 1 1 1942 "Oregon St." "Oregon State University"
"L" "01-01-1957" 19 "Iowa" 35 "Rose Bowl" 0 1 1 1957 "Oregon St." "Oregon State University"
"W" "12-15-1962" 6 "Villanova (PA)" 0 "Liberty Bowl" 0 12 15 1962 "Oregon St." "Oregon State University"
"L" "01-01-1965" 7 "Michigan" 34 "Rose Bowl" 0 1 1 1965 "Oregon St." "Oregon State University"
"L" "12-25-1999" 17 "Hawaii" 23 "Oahu Classic" 0 12 25 1999 "Oregon St." "Oregon State University"
"W" "01-01-2001" 41 "Notre Dame (IN)" 9 "Fiesta Bowl" 0 1 1 2001 "Oregon St." "Oregon State University"
"L" "12-26-2002" 13 "Pittsburgh (PA)" 38 "Insight Bowl" 0 12 26 2002 "Oregon St." "Oregon State University"
"W" "12-24-2003" 55 "New Mexico" 14 "Las Vegas Bowl" 0 12 24 2003 "Oregon St." "Oregon State University"
"W" "12-28-2004" 38 "Notre Dame (IN)" 21 "Insight Bowl" 0 12 28 2004 "Oregon St." "Oregon State University"
"W" "12-29-2006" 39 "Missouri" 38 "Sun Bowl" 0 12 29 2006 "Oregon St." "Oregon State University"
"W" "12-28-2007" 21 "Maryland" 14 "Emerald Bowl" 0 12 28 2007 "Oregon St." "Oregon State University"
"W" "12-31-2008" 3 "Pittsburgh (PA)" 0 "Sun Bowl" 0 12 31 2008 "Oregon St." "Oregon State University"
"L" "12-22-2009" 20 "Brigham Young (UT)" 44 "Las Vegas Bowl" 0 12 22 2009 "Oregon St." "Oregon State University"
"W" "01-01-1940" 39 "Hawaii" 6 "Pineapple Bowl" 1 1 1 1940 "Oregon St." "Oregon State University"
"W" "01-01-1949" 47 "Hawaii" 27 "Pineapple Bowl" 1 1 1 1949 "Oregon St." "Oregon State University"
"L" "11-30-1980" 3 "UCLA" 34 "Mirage Bowl" 1 11 30 1980 "Oregon St." "Oregon State University"
"L" "01-01-1923" 3 "Southern California" 14 "Tournament of Roses Game" 1 1 1 1923 "Penn St." "The Pennsylvania State University"
"T" "01-01-1948" 13 "Southern Methodist (TX)" 13 "Cotton Bowl" 1 1 1 1948 "Penn St." "The Pennsylvania State University"
"W" "12-19-1959" 7 "Alabama" 0 "Liberty Bowl" 1 12 19 1959 "Penn St." "The Pennsylvania State University"
"W" "12-17-1960" 41 "Oregon" 12 "Liberty Bowl" 1 12 17 1960 "Penn St." "The Pennsylvania State University"
"W" "12-30-1961" 30 "Georgia Tech" 15 "Gator Bowl" 1 12 30 1961 "Penn St." "The Pennsylvania State University"
"L" "12-29-1962" 7 "Florida" 17 "Gator Bowl" 1 12 29 1962 "Penn St." "The Pennsylvania State University"
"T" "12-30-1967" 17 "Florida St." 17 "Gator Bowl" 1 12 30 1967 "Penn St." "The Pennsylvania State University"
"W" "01-01-1969" 15 "Kansas" 14 "Orange Bowl" 1 1 1 1969 "Penn St." "The Pennsylvania State University"
"W" "01-01-1970" 10 "Missouri" 3 "Orange Bowl" 1 1 1 1970 "Penn St." "The Pennsylvania State University"
"W" "01-01-1972" 30 "Texas" 6 "Cotton Bowl" 1 1 1 1972 "Penn St." "The Pennsylvania State University"
"L" "12-31-1972" 0 "Oklahoma" 14 "Sugar Bowl" 1 12 31 1972 "Penn St." "The Pennsylvania State University"
"W" "01-01-1974" 16 "Louisiana St." 9 "Orange Bowl" 1 1 1 1974 "Penn St." "The Pennsylvania State University"
"W" "01-01-1975" 41 "Baylor (TX)" 20 "Cotton Bowl" 1 1 1 1975 "Penn St." "The Pennsylvania State University"
"L" "12-31-1975" 6 "Alabama" 13 "Sugar Bowl" 1 12 31 1975 "Penn St." "The Pennsylvania State University"
"L" "12-27-1976" 9 "Notre Dame (IN)" 20 "Gator Bowl" 1 12 27 1976 "Penn St." "The Pennsylvania State University"
"W" "12-25-1977" 42 "Arizona St." 30 "Fiesta Bowl" 1 12 25 1977 "Penn St." "The Pennsylvania State University"
"L" "01-01-1979" 7 "Alabama" 14 "Sugar Bowl" 1 1 1 1979 "Penn St." "The Pennsylvania State University"
"W" "12-22-1979" 9 "Tulane (LA)" 6 "Liberty Bowl" 1 12 22 1979 "Penn St." "The Pennsylvania State University"
"W" "12-26-1980" 31 "Ohio St." 19 "Fiesta Bowl" 1 12 26 1980 "Penn St." "The Pennsylvania State University"
"W" "01-01-1982" 26 "Southern California" 10 "Fiesta Bowl" 1 1 1 1982 "Penn St." "The Pennsylvania State University"
"W" "01-01-1983" 27 "Georgia" 23 "Sugar Bowl" 1 1 1 1983 "Penn St." "The Pennsylvania State University"
"W" "12-26-1983" 13 "Washington" 10 "Aloha Bowl" 1 12 26 1983 "Penn St." "The Pennsylvania State University"
"L" "01-01-1986" 10 "Oklahoma" 25 "Orange Bowl" 1 1 1 1986 "Penn St." "The Pennsylvania State University"
"W" "01-02-1987" 14 "Miami (FL)" 10 "Fiesta Bowl" 1 1 2 1987 "Penn St." "The Pennsylvania State University"
"L" "01-01-1988" 10 "Clemson (SC)" 35 "Florida Citrus Bowl" 1 1 1 1988 "Penn St." "The Pennsylvania State University"
"W" "12-29-1989" 50 "Brigham Young (UT)" 39 "Holiday Bowl (1)" 1 12 29 1989 "Penn St." "The Pennsylvania State University"
"L" "12-28-1990" 17 "Florida St." 24 "Blockbuster Bowl" 1 12 28 1990 "Penn St." "The Pennsylvania State University"
"W" "01-01-1992" 42 "Tennessee" 17 "Fiesta Bowl" 1 1 1 1992 "Penn St." "The Pennsylvania State University"
"L" "01-01-1993" 3 "Stanford (CA)" 24 "Blockbuster Bowl" 1 1 1 1993 "Penn St." "The Pennsylvania State University"
"W" "01-01-1994" 31 "Tennessee" 13 "Florida Citrus Bowl" 1 1 1 1994 "Penn St." "The Pennsylvania State University"
"W" "01-02-1995" 38 "Oregon" 20 "Rose Bowl" 1 1 2 1995 "Penn St." "The Pennsylvania State University"
"W" "01-01-1996" 43 "Auburn (AL)" 14 "Outback Bowl" 1 1 1 1996 "Penn St." "The Pennsylvania State University"
"W" "01-01-1997" 38 "Texas" 15 "Fiesta Bowl" 1 1 1 1997 "Penn St." "The Pennsylvania State University"
"L" "01-01-1998" 6 "Florida" 21 "Florida Citrus Bowl" 1 1 1 1998 "Penn St." "The Pennsylvania State University"
"N/A" "01-01-1999" 26 "Kentucky" 14 "Outback Bowl - Penn St. Vacated Game" 1 1 1 1999 "Penn St." "The Pennsylvania State University"
"N/A" "12-28-1999" 24 "Texas A&M" 0 "Alamo Bowl - Penn St. Vacated Game" 1 12 28 1999 "Penn St." "The Pennsylvania State University"
"L" "01-01-2003" 9 "Auburn (AL)" 13 "Capital One Bowl" 1 1 1 2003 "Penn St." "The Pennsylvania State University"
"N/A" "01-03-2006" 26 "Florida St." 23 "Orange Bowl - Penn St. Vacated Game" 1 1 3 2006 "Penn St." "The Pennsylvania State University"
"N/A" "01-01-2007" 20 "Tennessee" 10 "Outback Bowl - Penn St. Vacated Game" 1 1 1 2007 "Penn St." "The Pennsylvania State University"
"N/A" "12-29-2007" 24 "Texas A&M" 17 "Alamo Bowl - Penn St. Vacated Game" 1 12 29 2007 "Penn St." "The Pennsylvania State University"
"L" "01-01-2009" 24 "Southern California" 38 "Rose Bowl" 1 1 1 2009 "Penn St." "The Pennsylvania State University"
"N/A" "01-01-2010" 19 "Louisiana St." 17 "Capital One Bowl - Penn St. Vacated Game" 1 1 1 2010 "Penn St." "The Pennsylvania State University"
"L" "01-01-2011" 24 "Florida" 37 "Outback Bowl" 1 1 1 2011 "Penn St." "The Pennsylvania State University"
"L" "01-02-2012" 14 "Houston (TX)" 30 "TicketCity Bowl" 1 1 2 2012 "Penn St." "The Pennsylvania State University"
"L" "01-02-1928" 6 "Stanford (CA)" 7 "Rose Bowl" 0 1 2 1928 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-01-1930" 14 "Southern California" 47 "Rose Bowl" 0 1 1 1930 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-02-1933" 0 "Southern California" 35 "Rose Bowl" 0 1 2 1933 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "01-01-1937" 21 "Washington" 0 "Rose Bowl" 0 1 1 1937 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-02-1956" 0 "Georgia Tech" 7 "Sugar Bowl" 0 1 2 1956 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-29-1956" 14 "Georgia Tech" 21 "Gator Bowl" 0 12 29 1956 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-21-1973" 7 "Arizona St." 28 "Fiesta Bowl" 0 12 21 1973 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-26-1975" 33 "Kansas" 19 "Sun Bowl" 0 12 26 1975 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "01-01-1977" 27 "Georgia" 3 "Sugar Bowl" 0 1 1 1977 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-30-1977" 34 "Clemson (SC)" 3 "Gator Bowl" 0 12 30 1977 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-23-1978" 17 "North Carolina St." 30 "Tangerine Bowl" 0 12 23 1978 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-25-1979" 16 "Arizona" 10 "Fiesta Bowl" 0 12 25 1979 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-29-1980" 37 "South Carolina" 9 "Gator Bowl" 0 12 29 1980 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "01-01-1982" 24 "Georgia" 20 "Sugar Bowl" 0 1 1 1982 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-01-1983" 3 "Southern Methodist (TX)" 7 "Cotton Bowl" 0 1 1 1983 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-02-1984" 23 "Ohio St." 28 "Fiesta Bowl" 0 1 2 1984 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-31-1987" 27 "Texas" 32 "Bluebonnet Bowl" 0 12 31 1987 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-30-1989" 31 "Texas A&M" 28 "Sun Bowl" 0 12 30 1989 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-31-1997" 7 "Southern Mississippi" 41 "Liberty Bowl" 0 12 31 1997 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-28-2000" 29 "Iowa St." 37 "Insight.com Bowl" 0 12 28 2000 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-20-2001" 34 "North Carolina St." 19 "Tangerine Bowl" 0 12 20 2001 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-26-2002" 38 "Oregon St." 13 "Insight Bowl" 0 12 26 2002 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-27-2003" 16 "Virginia" 23 "Continental Tire Bowl" 0 12 27 2003 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-01-2005" 7 "Utah" 35 "Fiesta Bowl" 0 1 1 2005 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "12-31-2008" 0 "Oregon St." 3 "Sun Bowl" 0 12 31 2008 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-26-2009" 19 "North Carolina" 17 "Meineke Car Care Bowl" 0 12 26 2009 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "01-08-2011" 27 "Kentucky" 10 "BBVA Compass Bowl" 0 1 8 2011 "Pittsburgh (PA)" "University of Pittsburgh"
"L" "01-07-2012" 6 "Southern Methodist (TX)" 28 "BBVA Compass Bowl" 0 1 7 2012 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "12-02-1989" 46 "Rutgers (NJ)" 29 "Emerald Isle Classic" 1 12 2 1989 "Pittsburgh (PA)" "University of Pittsburgh"
"W" "01-02-1967" 14 "Southern California" 13 "Rose Bowl" 1 1 2 1967 "Purdue (IN)" "Purdue University"
"W" "12-25-1978" 41 "Georgia Tech" 21 "Peach Bowl" 1 12 25 1978 "Purdue (IN)" "Purdue University"
"W" "12-31-1979" 27 "Tennessee" 22 "Bluebonnet Bowl" 1 12 31 1979 "Purdue (IN)" "Purdue University"
"W" "12-27-1980" 28 "Missouri" 25 "Liberty Bowl" 1 12 27 1980 "Purdue (IN)" "Purdue University"
"L" "12-31-1984" 24 "Virginia" 27 "Peach Bowl" 1 12 31 1984 "Purdue (IN)" "Purdue University"
"W" "12-30-1997" 33 "Oklahoma St." 20 "Alamo Bowl" 1 12 30 1997 "Purdue (IN)" "Purdue University"
"W" "12-29-1998" 37 "Kansas St." 34 "Alamo Bowl" 1 12 29 1998 "Purdue (IN)" "Purdue University"
"L" "01-01-2000" 25 "Georgia" 28 "Outback Bowl" 1 1 1 2000 "Purdue (IN)" "Purdue University"
"L" "01-01-2001" 24 "Washington" 34 "Rose Bowl" 1 1 1 2001 "Purdue (IN)" "Purdue University"
"L" "12-31-2001" 27 "Washington St." 33 "Sun Bowl" 1 12 31 2001 "Purdue (IN)" "Purdue University"
"W" "12-31-2002" 34 "Washington" 24 "Sun Bowl" 1 12 31 2002 "Purdue (IN)" "Purdue University"
"L" "01-01-2004" 27 "Georgia" 34 "Capital One Bowl" 1 1 1 2004 "Purdue (IN)" "Purdue University"
"L" "12-31-2004" 23 "Arizona St." 27 "Sun Bowl" 1 12 31 2004 "Purdue (IN)" "Purdue University"
"L" "12-29-2006" 7 "Maryland" 24 "Champs Sports Bowl" 1 12 29 2006 "Purdue (IN)" "Purdue University"
"W" "12-26-2007" 51 "Central Michigan" 48 "Motor City Bowl" 1 12 26 2007 "Purdue (IN)" "Purdue University"
"W" "12-27-2011" 37 "Western Michigan" 32 "Little Caesars Pizza Bowl" 1 12 27 2011 "Purdue (IN)" "Purdue University"
"W" "01-01-1938" 28 "Colorado" 14 "Cotton Bowl" 1 1 1 1938 "Rice (TX)" "Rice University"
"W" "01-01-1947" 8 "Tennessee" 0 "Orange Bowl" 1 1 1 1947 "Rice (TX)" "Rice University"
"W" "01-02-1950" 27 "North Carolina" 13 "Cotton Bowl" 1 1 2 1950 "Rice (TX)" "Rice University"
"W" "01-01-1954" 28 "Alabama" 6 "Cotton Bowl" 1 1 1 1954 "Rice (TX)" "Rice University"
"L" "01-01-1958" 7 "Navy (MD)" 20 "Cotton Bowl" 1 1 1 1958 "Rice (TX)" "Rice University"
"L" "01-02-1961" 6 "Mississippi" 14 "Sugar Bowl" 1 1 2 1961 "Rice (TX)" "Rice University"
"L" "12-16-1961" 7 "Kansas" 33 "Bluebonnet Bowl" 1 12 16 1961 "Rice (TX)" "Rice University"
"L" "12-22-2006" 17 "Troy (AL)" 41 "New Orleans Bowl" 1 12 22 2006 "Rice (TX)" "Rice University"
"W" "12-30-2008" 38 "Western Michigan" 14 "Texas Bowl" 1 12 30 2008 "Rice (TX)" "Rice University"
"L" "12-16-1978" 18 "Arizona St." 34 "Garden State Bowl" 0 12 16 1978 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"L" "12-27-2005" 40 "Arizona St." 45 "Insight Bowl" 0 12 27 2005 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"W" "12-28-2006" 37 "Kansas St." 10 "Texas Bowl" 0 12 28 2006 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"W" "01-05-2008" 52 "Ball St. (IN)" 30 "International Bowl" 0 1 5 2008 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"W" "12-29-2008" 29 "North Carolina St." 23 "Papajohns.com Bowl" 0 12 29 2008 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"W" "12-19-2009" 45 "Central Florida" 24 "Saint Petersburg Bowl" 0 12 19 2009 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"W" "12-30-2011" 27 "Iowa St." 13 "Pinstripe Bowl" 0 12 30 2011 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"L" "12-02-1989" 29 "Pittsburgh (PA)" 46 "Emerald Isle Classic" 1 12 2 1989 "Rutgers (NJ)" "Rutgers, State University of New Jersey: Rutgers College"
"L" "01-01-1948" 0 "Hardin-Simmons (TX)" 53 "Balboa Stadium - Harbor Bowl" 0 1 1 1948 "San Diego St. (CA)" "San Diego State University"
"W" "12-06-1969" 28 "Boston (MA)" 7 "Rose Bowl - Pasadena Bowl" 0 12 6 1969 "San Diego St. (CA)" "San Diego State University"
"L" "12-30-1986" 38 "Iowa" 39 "Jack Murphy Stadium - Holiday Bowl (1)" 0 12 30 1986 "San Diego St. (CA)" "San Diego State University"
"L" "12-30-1991" 17 "Tulsa (OK)" 28 "Anaheim Stadium - Freedom Bowl" 0 12 30 1991 "San Diego St. (CA)" "San Diego State University"
"L" "12-19-1998" 13 "North Carolina" 20 "Sam Boyd Stadium - Las Vegas Bowl" 0 12 19 1998 "San Diego St. (CA)" "San Diego State University"
"W" "12-23-2010" 35 "Navy (MD)" 14 "Poinsettia Bowl" 0 12 23 2010 "San Diego St. (CA)" "San Diego State University"
"L" "12-17-2011" 30 "Louisiana-Lafayette" 32 "New Orleans Bowl" 0 12 17 2011 "San Diego St. (CA)" "San Diego State University"
"W" "01-01-1952" 34 "Hawaii" 13 "Honolulu Stadium - Pineapple Bowl" 1 1 1 1952 "San Diego St. (CA)" "San Diego State University"
"W" "12-10-1966" 28 "Montana St." 7 "Hughes Stadium - Camellia Bowl (2)" 1 12 10 1966 "San Diego St. (CA)" "San Diego State University"
"W" "12-09-1967" 27 "San Francisco St. (CA)" 6 "Hughes Stadium - Camellia Bowl (2)" 1 12 9 1967 "San Diego St. (CA)" "San Diego State University"
"L" "11-29-1981" 16 "Air Force (CO)" 21 "Mirage Bowl" 1 11 29 1981 "San Diego St. (CA)" "San Diego State University"
"W" "01-01-1947" 20 "Utah St." 0 "Raisin Bowl" 1 1 1 1947 "San Jose St. (CA)" "San Jose State University"
"W" "12-31-1949" 20 "Texas Tech" 13 "Raisin Bowl" 1 12 31 1949 "San Jose St. (CA)" "San Jose State University"
"L" "12-18-1971" 9 "Memphis (TN)" 28 "Pasadena Bowl" 1 12 18 1971 "San Jose St. (CA)" "San Jose State University"
"L" "12-19-1981" 25 "Toledo (OH)" 27 "California Bowl" 1 12 19 1981 "San Jose St. (CA)" "San Jose State University"
"W" "12-13-1986" 37 "Miami (OH)" 7 "California Bowl" 1 12 13 1986 "San Jose St. (CA)" "San Jose State University"
"L" "12-12-1987" 27 "Eastern Michigan" 30 "California Bowl" 1 12 12 1987 "San Jose St. (CA)" "San Jose State University"
"W" "12-08-1990" 48 "Central Michigan" 24 "California Bowl" 1 12 8 1990 "San Jose St. (CA)" "San Jose State University"
"W" "12-23-2006" 20 "New Mexico" 12 "New Mexico Bowl" 1 12 23 2006 "San Jose St. (CA)" "San Jose State University"
"L" "01-01-1946" 14 "Wake Forest (NC)" 26 "Gator Bowl" 1 1 1 1946 "South Carolina" "University of South Carolina-Columbia"
"L" "12-30-1969" 3 "West Virginia" 14 "Peach Bowl" 1 12 30 1969 "South Carolina" "University of South Carolina-Columbia"
"L" "12-20-1975" 7 "Miami (OH)" 20 "Tangerine Bowl" 1 12 20 1975 "South Carolina" "University of South Carolina-Columbia"
"L" "12-29-1979" 14 "Missouri" 24 "Hall of Fame Classic" 1 12 29 1979 "South Carolina" "University of South Carolina-Columbia"
"L" "12-29-1980" 9 "Pittsburgh (PA)" 37 "Gator Bowl" 1 12 29 1980 "South Carolina" "University of South Carolina-Columbia"
"L" "12-28-1984" 14 "Oklahoma St." 21 "Gator Bowl" 1 12 28 1984 "South Carolina" "University of South Carolina-Columbia"
"L" "12-31-1987" 13 "Louisiana St." 30 "Gator Bowl" 1 12 31 1987 "South Carolina" "University of South Carolina-Columbia"
"L" "12-28-1988" 10 "Indiana" 34 "Liberty Bowl" 1 12 28 1988 "South Carolina" "University of South Carolina-Columbia"
