"Period","Rank","TotalPoints","WinPctPoints","SchedulePoints","NatChampPoints","Big4BowlPoints","Team","offName"
"last20","556","295.67","150.50","145.17","0.00","0.00","Florida International","Florida International University"
"last25","570","275.81","129.00","146.81","0.00","0.00","Florida International","Florida International University"
"All-Time","18","1651.16","673.97","597.19","150.00","230.00","Florida St.","Florida State University"
"1951-1975","58","777.16","379.29","397.86","0.00","0.00","Florida St.","Florida State University"
"1976-2000","3","1428.72","607.97","550.75","100.00","170.00","Florida St.","Florida State University"
"1951-1960","78","487.64","245.05","242.59","0.00","0.00","Florida St.","Florida State University"
"1961-1970","41","714.77","304.76","410.01","0.00","0.00","Florida St.","Florida State University"
"1971-1980","34","715.81","276.32","419.50","0.00","20.00","Florida St.","Florida State University"
"1981-1990","15","843.78","376.05","452.72","0.00","15.00","Florida St.","Florida State University"
"1991-2000","1","1170.66","445.56","490.10","100.00","135.00","Florida St.","Florida State University"
"2001-2010","13","819.60","305.08","484.51","0.00","30.00","Florida St.","Florida State University"
"1869-1980","85","807.55","451.13","336.43","0.00","20.00","Florida St.","Florida State University"
"1869-1990","68","1039.78","580.00","424.78","0.00","35.00","Florida St.","Florida State University"
"1869-2000","27","1460.09","674.24","515.85","100.00","170.00","Florida St.","Florida State University"
"1869-2010","23","1547.37","663.62","583.75","100.00","200.00","Florida St.","Florida State University"
"last5","7","849.86","382.35","387.51","50.00","30.00","Florida St.","Florida State University"
"last10","11","841.25","333.33","417.92","50.00","40.00","Florida St.","Florida State University"
"last15","6","1107.55","423.91","498.64","100.00","85.00","Florida St.","Florida State University"
"last20","2","1285.24","524.29","510.96","100.00","150.00","Florida St.","Florida State University"
"last25","1","1472.07","580.21","546.86","150.00","195.00","Florida St.","Florida State University"
"last35","2","1557.95","577.46","600.48","150.00","230.00","Florida St.","Florida State University"
"last50","9","1659.79","638.83","640.96","150.00","230.00","Florida St.","Florida State University"
"last75","14","1692.61","673.97","638.64","150.00","230.00","Florida St.","Florida State University"
"last100","16","1674.32","673.97","620.35","150.00","230.00","Florida St.","Florida State University"
"All-Time","116","826.37","594.28","232.09","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1926-1950","158","537.54","415.58","121.96","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1951-1975","184","528.58","442.79","85.79","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1976-2000","109","633.41","460.05","173.36","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1921-1930","186","400.72","276.47","124.25","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1931-1940","128","429.18","335.00","94.18","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1941-1950","378","317.56","222.22","95.34","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1951-1960","136","419.85","340.00","79.85","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1961-1970","178","387.45","302.88","84.56","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1971-1980","291","340.54","222.97","117.57","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1981-1990","96","480.39","365.22","115.17","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1991-2000","78","513.77","278.93","234.84","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"2001-2010","70","558.15","312.98","245.18","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1940","359","411.53","342.00","69.53","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1950","275","500.95","420.00","80.95","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1960","256","522.53","444.00","78.53","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1970","195","624.25","535.49","88.76","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1980","232","614.51","510.25","104.26","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-1990","165","717.02","593.62","123.40","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-2000","151","756.21","588.38","167.83","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"1869-2010","124","806.82","593.52","213.30","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last5","97","484.63","307.69","176.94","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last10","79","517.89","300.78","217.10","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last15","75","598.64","372.31","226.33","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last20","90","638.28","403.74","234.54","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last25","77","711.48","460.99","250.50","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last35","82","719.47","467.00","252.47","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last50","98","785.76","529.95","255.81","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last75","94","850.86","595.32","255.54","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"last100","102","856.85","594.28","262.57","0.00","0.00","Fresno St. (CA)","California State University: Fresno"
"All-Time","11","1845.71","646.87","928.84","65.00","205.00","Georgia","University of Georgia"
"1869-1900","132","365.78","260.00","105.78","0.00","0.00","Georgia","University of Georgia"
"1901-1925","31","827.59","439.45","388.14","0.00","0.00","Georgia","University of Georgia"
"1926-1950","19","1013.62","501.92","441.69","15.00","55.00","Georgia","University of Georgia"
"1951-1975","19","1062.44","433.99","578.45","0.00","50.00","Georgia","University of Georgia"
"1976-2000","14","1160.78","515.31","535.48","50.00","60.00","Georgia","University of Georgia"
"1891-1900","127","363.36","260.00","103.36","0.00","0.00","Georgia","University of Georgia"
"1901-1910","187","366.16","226.35","139.81","0.00","0.00","Georgia","University of Georgia"
"1911-1920","62","561.95","353.57","208.37","0.00","0.00","Georgia","University of Georgia"
"1921-1930","51","584.57","317.71","266.86","0.00","0.00","Georgia","University of Georgia"
"1931-1940","43","645.00","299.50","345.50","0.00","0.00","Georgia","University of Georgia"
"1941-1950","10","864.64","369.37","425.27","15.00","55.00","Georgia","University of Georgia"
"1951-1960","30","768.03","252.43","500.60","0.00","15.00","Georgia","University of Georgia"
"1961-1970","21","806.75","295.24","486.52","0.00","25.00","Georgia","University of Georgia"
"1971-1980","10","901.92","354.70","462.22","50.00","35.00","Georgia","University of Georgia"
"1981-1990","14","858.16","348.74","474.42","0.00","35.00","Georgia","University of Georgia"
"1991-2000","24","775.63","326.92","448.71","0.00","0.00","Georgia","University of Georgia"
"2001-2010","7","912.25","369.23","503.02","0.00","40.00","Georgia","University of Georgia"
"1869-1900","132","365.78","260.00","105.78","0.00","0.00","Georgia","University of Georgia"
"1869-1910","150","417.18","297.50","119.68","0.00","0.00","Georgia","University of Georgia"
"1869-1920","124","499.49","327.00","172.49","0.00","0.00","Georgia","University of Georgia"
"1869-1930","45","809.43","447.37","362.06","0.00","0.00","Georgia","University of Georgia"
"1869-1940","31","909.06","447.86","461.20","0.00","0.00","Georgia","University of Georgia"
"1869-1950","19","1058.10","471.58","516.52","15.00","55.00","Georgia","University of Georgia"
"1869-1960","20","1163.78","486.00","592.78","15.00","70.00","Georgia","University of Georgia"
"1869-1970","17","1294.64","544.47","640.18","15.00","95.00","Georgia","University of Georgia"
"1869-1980","15","1439.87","557.85","687.02","65.00","130.00","Georgia","University of Georgia"
"1869-1990","12","1630.80","629.65","771.15","65.00","165.00","Georgia","University of Georgia"
"1869-2000","11","1696.95","632.33","834.62","65.00","165.00","Georgia","University of Georgia"
"1869-2010","11","1821.09","643.94","907.15","65.00","205.00","Georgia","University of Georgia"
"last5","13","788.78","328.36","460.42","0.00","0.00","Georgia","University of Georgia"
"last10","9","881.44","358.78","497.66","0.00","25.00","Georgia","University of Georgia"
"last15","10","1005.59","436.92","528.67","0.00","40.00","Georgia","University of Georgia"
"last20","13","1077.92","493.87","544.05","0.00","40.00","Georgia","University of Georgia"
"last25","16","1115.51","512.46","563.05","0.00","40.00","Georgia","University of Georgia"
"last35","12","1273.90","529.36","604.54","50.00","90.00","Georgia","University of Georgia"
"last50","14","1490.59","628.80","676.79","50.00","135.00","Georgia","University of Georgia"
"last75","13","1749.90","665.51","814.39","65.00","205.00","Georgia","University of Georgia"
"last100","12","1817.29","659.45","887.84","65.00","205.00","Georgia","University of Georgia"
"All-Time","15","1741.27","593.85","877.42","95.00","175.00","Georgia Tech","Georgia Institute of Technology"
"1869-1900","406","104.99","40.00","64.99","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1901-1925","19","918.05","544.19","358.87","15.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1926-1950","15","1043.15","425.40","522.76","15.00","80.00","Georgia Tech","Georgia Institute of Technology"
"1951-1975","12","1190.09","493.13","596.96","15.00","85.00","Georgia Tech","Georgia Institute of Technology"
"1976-2000","29","954.33","376.32","528.01","50.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1891-1900","391","110.79","40.00","70.79","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1901-1910","111","432.60","319.28","113.32","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1911-1920","39","644.02","408.05","220.97","15.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1921-1930","38","652.36","326.09","296.28","15.00","15.00","Georgia Tech","Georgia Institute of Technology"
"1931-1940","39","660.07","225.25","419.82","0.00","15.00","Georgia Tech","Georgia Institute of Technology"
"1941-1950","9","866.80","333.33","483.46","0.00","50.00","Georgia Tech","Georgia Institute of Technology"
"1951-1960","5","986.25","372.73","523.53","15.00","75.00","Georgia Tech","Georgia Institute of Technology"
"1961-1970","19","836.29","311.32","514.97","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"1971-1980","35","708.74","243.36","465.38","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1981-1990","32","732.27","245.54","436.74","50.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1991-2000","39","707.57","275.86","431.71","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"2001-2010","22","759.75","298.45","451.30","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"1869-1900","406","104.99","40.00","64.99","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1869-1910","181","379.79","285.00","94.79","0.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1869-1920","105","550.82","384.00","151.82","15.00","0.00","Georgia Tech","Georgia Institute of Technology"
"1869-1930","34","872.36","489.58","337.77","30.00","15.00","Georgia Tech","Georgia Institute of Technology"
"1869-1940","22","968.02","450.19","457.82","30.00","30.00","Georgia Tech","Georgia Institute of Technology"
"1869-1950","13","1106.22","460.78","535.44","30.00","80.00","Georgia Tech","Georgia Institute of Technology"
"1869-1960","9","1314.21","510.60","613.62","45.00","145.00","Georgia Tech","Georgia Institute of Technology"
"1869-1970","10","1457.26","572.32","674.93","45.00","165.00","Georgia Tech","Georgia Institute of Technology"
"1869-1980","13","1485.28","553.89","721.40","45.00","165.00","Georgia Tech","Georgia Institute of Technology"
"1869-1990","11","1643.06","600.53","782.52","95.00","165.00","Georgia Tech","Georgia Institute of Technology"
"1869-2000","13","1674.27","595.15","819.13","95.00","165.00","Georgia Tech","Georgia Institute of Technology"
"1869-2010","15","1727.64","595.34","862.30","95.00","175.00","Georgia Tech","Georgia Institute of Technology"
"last5","35","679.54","287.88","381.66","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last10","33","718.38","296.15","412.22","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last15","24","843.61","360.62","472.98","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last20","30","894.36","406.00","478.36","0.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last25","24","1002.34","441.96","500.38","50.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last35","30","1019.53","400.95","558.57","50.00","10.00","Georgia Tech","Georgia Institute of Technology"
"last50","29","1167.42","489.30","608.12","50.00","20.00","Georgia Tech","Georgia Institute of Technology"
"last75","19","1580.26","589.89","765.37","65.00","160.00","Georgia Tech","Georgia Institute of Technology"
"last100","15","1720.54","598.25","852.29","95.00","175.00","Georgia Tech","Georgia Institute of Technology"
"All-Time","109","840.87","559.63","271.24","0.00","10.00","Hawaii","University of Hawaii at Manoa"
